,AD,Compul,SW
0,-0.2285624649894346,-0.2813888240153988,0.3219328534474293
1,-1.179536005169469,-0.7589016278425531,0.0021149693821844
2,2.190002448211354,-1.2584767974148323,-1.651439166237236
3,0.0732074316891555,-0.5889022795209473,-0.080183235617091
4,-0.1636207041766075,-0.3047216647630901,0.454102518273719
5,-0.2662852460658556,0.5743094888315565,1.042963811953732
6,0.4529412522373515,0.0553656672161857,1.4260763511051882
7,2.190002448211354,-1.2584767974148323,-1.651439166237236
8,0.2060972587955221,0.8303394579840533,0.7479393000485692
9,0.0957901243351986,1.1698790318848022,0.0820117144333103
10,-0.3591912344412602,0.2519910022507599,0.2237940412329926
11,0.0433275456004373,-0.5868867263491393,0.0391995885061609
12,2.190002448211354,-1.2584767974148323,-1.651439166237236
13,-0.2976053649065489,-0.5661196224313836,0.6518455823471094
14,2.190002448211354,-1.2584767974148323,-1.651439166237236
15,2.190002448211354,-1.2584767974148323,-1.651439166237236
16,0.5734626119277721,0.4411304926254153,0.2493847061712053
17,-0.7693788967927264,0.1439205370036078,-0.4166763504533016
18,1.632737748623552,-0.6158091496824607,1.4526436772252898
19,2.190002448211354,-1.2584767974148323,-1.651439166237236
20,-0.1996934580278693,1.171941522416005,1.0718198910219865
21,-1.221197784296562,-0.9494351401781272,-1.3359302060925438
22,0.295222184382927,1.9489620739769375,-0.7189958976783536
23,0.0987459386843565,-0.886179171639101,0.1133576262625972
24,-0.7043273383574302,-0.375817036405331,-0.3008748384469748
25,0.901100568160599,-0.907196339081168,0.2013718818802028
26,0.7062107856758137,0.3817315949628432,2.1325823210077166
27,0.157437349499717,2.234024457673766,1.4719853447900753
28,-2.006254222219013,1.0065384147288956,0.4219454696655367
29,-0.1501499067239184,0.3062183144747772,0.0415841368765035
30,-0.236276807660257,0.3483627903939332,0.3474759220155854
31,-1.589780821337883,-0.8296807343333945,-1.3276596219910222
32,2.190002448211354,-1.2584767974148323,-1.651439166237236
33,-0.3046221087248351,-0.018484969268645,-0.967142185921474
34,0.7590400921960212,-1.442675015135456,0.4466670333555422
35,0.903929817486186,0.0323776260992227,0.4435308184748199
36,2.0615857997856466,2.7745646586355224,2.1902198692670027
37,-0.044881252801872,-0.4737716178100575,-0.6246683961076879
38,2.190002448211354,-1.2584767974148323,-1.651439166237236
39,2.190002448211354,-1.2584767974148323,-1.651439166237236
40,-0.3596960336238557,-0.382478770764338,0.5655051069898518
41,-0.6039044434875525,0.2521314188050874,-1.0939736011035648
42,0.0059816713780955,0.1915324444147685,1.2304895443141022
43,-1.274162499315635,-0.951600731300569,-0.8676832969446885
44,-0.1703156944405255,-0.1280450422475076,0.0591636369130741
45,1.2632063607469632,-0.009306694674199,0.8561783734439365
46,-1.1565749832882757,-0.157926578989036,-0.3834419021979161
47,-0.6196483699932367,-0.8313825458104074,-0.3792262449951333
48,-1.2156568221532016,-0.9737345742484926,-0.269124919151799
49,2.190002448211354,-1.2584767974148323,-1.651439166237236
50,0.2402048254883397,-0.3639141286918739,0.4210577534384072
51,2.3590275549111617,1.0613238406493948,1.7355026987662794
52,-0.4878296221227853,-0.8703346371151496,0.767970329160204
53,1.3135583874230878,-1.185735889339338,0.7414741957186521
54,0.2578898771112832,-0.7194904532842306,0.4098619157358683
55,2.0345660343501155,-0.5866228523076316,0.6087663734520814
56,-0.6392472112659586,1.079658387215976,-1.3286452512176623
57,0.704128612117648,1.5390394693220202,0.8475850205512807
